ID,GENE_ID,Description
1650_at,1650,dolichyl-diphosphooligosaccharide-protein glycosyltransferase
1652_at,1652,D-dopachrome tautomerase
1653_at,1653,DEAD (Asp-Glu-Ala-Asp) box polypeptide 1
1654_at,1654,"DEAD (Asp-Glu-Ala-Asp) box polypeptide 3, X-linked"
1655_at,1655,DEAD (Asp-Glu-Ala-Asp) box polypeptide 5
1656_at,1656,DEAD (Asp-Glu-Ala-Asp) box polypeptide 6
1657_at,1657,Dmx-like 1
1659_at,1659,DEAH (Asp-Glu-Ala-His) box polypeptide 8
166_at,166,amino-terminal enhancer of split
1660_at,1660,DEAH (Asp-Glu-Ala-His) box polypeptide 9
1662_at,1662,DEAD (Asp-Glu-Ala-Asp) box polypeptide 10
1663_at,1663,"DEAD/H (Asp-Glu-Ala-Asp/His) box polypeptide 11 (CHL1-like helicase homolog, S. cerevisiae)"
1665_at,1665,DEAH (Asp-Glu-Ala-His) box polypeptide 15
1666_at,1666,"2,4-dienoyl CoA reductase 1, mitochondrial"
166647_at,166647,G protein-coupled receptor 125
1669_at,1669,"defensin, alpha 4, corticostatin"
167_at,167,cysteine-rich secretory protein 1
1670_at,1670,"defensin, alpha 5, Paneth cell-specific"
1671_at,1671,"defensin, alpha 6, Paneth cell-specific"
1672_at,1672,"defensin, beta 1"
167227_at,167227,DCP2 decapping enzyme homolog (S. cerevisiae)
1674_at,1674,desmin
1675_at,1675,complement factor D (adipsin)
1676_at,1676,"DNA fragmentation factor, 45kDa, alpha polypeptide"
1677_at,1677,"DNA fragmentation factor, 40kDa, beta polypeptide (caspase-activated DNase)"
1678_at,1678,translocase of inner mitochondrial membrane 8 homolog A (yeast)
168544_at,168544,zinc finger protein 467
1687_at,1687,"deafness, autosomal dominant 5"
1690_at,1690,"coagulation factor C homolog, cochlin (Limulus polyphemus)"
169522_at,169522,"potassium channel, subfamily V, member 2"
169611_at,169611,olfactomedin-like 2A
170679_at,170679,psoriasis susceptibility 1 candidate 1
170680_at,170680,psoriasis susceptibility 1 candidate 2
171017_at,171017,zinc finger protein 384
171023_at,171023,additional sex combs like 1 (Drosophila)
171392_at,171392,zinc finger protein 675
171546_at,171546,chromosome 14 open reading frame 147
171558_at,171558,pre T-cell antigen receptor alpha
171586_at,171586,abhydrolase domain containing 3
1716_at,1716,deoxyguanosine kinase
1717_at,1717,7-dehydrocholesterol reductase
1718_at,1718,24-dehydrocholesterol reductase
1723_at,1723,dihydroorotate dehydrogenase
1725_at,1725,deoxyhypusine synthase
1727_at,1727,cytochrome b5 reductase 3
1728_at,1728,"NAD(P)H dehydrogenase, quinone 1"
1729_at,1729,diaphanous homolog 1 (Drosophila)
173_at,173,afamin
1730_at,1730,diaphanous homolog 2 (Drosophila)
1733_at,1733,"deiodinase, iodothyronine, type I"
1734_at,1734,"deiodinase, iodothyronine, type II"
1735_at,1735,"deiodinase, iodothyronine, type III"
1736_at,1736,"dyskeratosis congenita 1, dyskerin"
1737_at,1737,dihydrolipoamide S-acetyltransferase (E2 component of pyruvate dehydrogenase complex)
1738_at,1738,dihydrolipoamide dehydrogenase
1739_at,1739,"discs, large homolog 1 (Drosophila)"
174_at,174,alpha-fetoprotein
1740_at,1740,"discs, large homolog 2, chapsyn-110 (Drosophila)"
1741_at,1741,"discs, large homolog 3 (neuroendocrine-dlg, Drosophila)"
1742_at,1742,"discs, large homolog 4 (Drosophila)"
1743_at,1743,dihydrolipoamide S-succinyltransferase (E2 component of 2-oxo-glutarate complex)
1746_at,1746,distal-less homeobox 2
1748_at,1748,distal-less homeobox 4
1749_at,1749,distal-less homeobox 5
175_at,175,aspartylglucosaminidase
1750_at,1750,distal-less homeobox 6
1755_at,1755,deleted in malignant brain tumors 1
1756_at,1756,"dystrophin (muscular dystrophy, Duchenne and Becker types)"
1757_at,1757,sarcosine dehydrogenase
1758_at,1758,dentin matrix acidic phosphoprotein
1759_at,1759,dynamin 1
176_at,176,aggrecan
1760_at,1760,dystrophia myotonica-protein kinase
1761_at,1761,doublesex and mab-3 related transcription factor 1
1762_at,1762,"dystrophia myotonica, WD repeat containing"
1763_at,1763,DNA2 DNA replication helicase 2-like (yeast)
177_at,177,advanced glycosylation end product-specific receptor
1770_at,1770,"dynein, axonemal, heavy chain 9"
1773_at,1773,deoxyribonuclease I
1774_at,1774,deoxyribonuclease I-like 1
1775_at,1775,deoxyribonuclease I-like 2
1776_at,1776,deoxyribonuclease I-like 3
1777_at,1777,"deoxyribonuclease II, lysosomal"
1778_at,1778,"dynein, cytoplasmic 1, heavy chain 1"
178_at,178,"amylo-1, 6-glucosidase, 4-alpha-glucanotransferase (glycogen debranching enzyme, glycogen storage disease type III)"
1780_at,1780,"dynein, cytoplasmic 1, intermediate chain 1"
1783_at,1783,"dynein, cytoplasmic 1, light intermediate chain 2"
1785_at,1785,dynamin 2
1786_at,1786,DNA (cytosine-5-)-methyltransferase 1
1787_at,1787,tRNA aspartic acid methyltransferase 1
1788_at,1788,DNA (cytosine-5-)-methyltransferase 3 alpha
1789_at,1789,DNA (cytosine-5-)-methyltransferase 3 beta
1791_at,1791,"deoxynucleotidyltransferase, terminal"
1793_at,1793,dedicator of cytokinesis 1
1794_at,1794,dedicator of cytokinesis 2
1795_at,1795,dedicator of cytokinesis 3
1796_at,1796,"docking protein 1, 62kDa (downstream of tyrosine kinase 1)"
1797_at,1797,dom-3 homolog Z (C. elegans)
1798_at,1798,dolichyl-phosphate (UDP-N-acetylglucosamine) N-acetylglucosaminephosphotransferase 1 (GlcNAc-1-P transferase)
18_at,18,4-aminobutyrate aminotransferase
1800_at,1800,dipeptidase 1 (renal)
1802_at,1802,DPH2 homolog (S. cerevisiae)
1803_at,1803,"dipeptidyl-peptidase 4 (CD26, adenosine deaminase complexing protein 2)"
1804_at,1804,dipeptidyl-peptidase 6
1805_at,1805,dermatopontin
1806_at,1806,dihydropyrimidine dehydrogenase
1807_at,1807,dihydropyrimidinase
1808_at,1808,dihydropyrimidinase-like 2
1809_at,1809,dihydropyrimidinase-like 3
181_at,181,agouti related protein homolog (mouse)
1810_at,1810,"down-regulator of transcription 1, TBP-binding (negative cofactor 2)"
1811_at,1811,"solute carrier family 26, member 3"
1812_at,1812,dopamine receptor D1
1813_at,1813,dopamine receptor D2
1814_at,1814,dopamine receptor D3
1815_at,1815,dopamine receptor D4
1816_at,1816,dopamine receptor D5
1819_at,1819,developmentally regulated GTP binding protein 2
182_at,182,jagged 1 (Alagille syndrome)
1820_at,1820,AT rich interactive domain 3A (BRIGHT-like)
1821_at,1821,dystrophin related protein 2
1822_at,1822,atrophin 1
1823_at,1823,desmocollin 1
1824_at,1824,desmocollin 2
1825_at,1825,desmocollin 3
1826_at,1826,Down syndrome cell adhesion molecule
1827_at,1827,regulator of calcineurin 1
1828_at,1828,desmoglein 1
183_at,183,"angiotensinogen (serpin peptidase inhibitor, clade A, member 8)"
1830_at,1830,desmoglein 3 (pemphigus vulgaris antigen)
1831_at,1831,"TSC22 domain family, member 3"
1832_at,1832,desmoplakin
1833_at,1833,epiphycan
1834_at,1834,dentin sialophosphoprotein
1836_at,1836,"solute carrier family 26 (sulfate transporter), member 2"
1837_at,1837,"dystrobrevin, alpha"
1838_at,1838,"dystrobrevin, beta"
1839_at,1839,heparin-binding EGF-like growth factor
1841_at,1841,deoxythymidylate kinase (thymidylate kinase)
1842_at,1842,"extracellular matrix protein 2, female organ and adipocyte specific"
1843_at,1843,dual specificity phosphatase 1
1844_at,1844,dual specificity phosphatase 2
1845_at,1845,dual specificity phosphatase 3 (vaccinia virus phosphatase VH1-related)
1846_at,1846,dual specificity phosphatase 4
1847_at,1847,dual specificity phosphatase 5
1848_at,1848,dual specificity phosphatase 6
1849_at,1849,dual specificity phosphatase 7
185_at,185,"angiotensin II receptor, type 1"
1850_at,1850,dual specificity phosphatase 8
1852_at,1852,dual specificity phosphatase 9
1854_at,1854,dUTP pyrophosphatase
1855_at,1855,"dishevelled, dsh homolog 1 (Drosophila)"
1856_at,1856,"dishevelled, dsh homolog 2 (Drosophila)"
1857_at,1857,"dishevelled, dsh homolog 3 (Drosophila)"
1859_at,1859,dual-specificity tyrosine-(Y)-phosphorylation regulated kinase 1A
186_at,186,"angiotensin II receptor, type 2"
1861_at,1861,"torsin family 1, member A (torsin A)"
1869_at,1869,E2F transcription factor 1
187_at,187,angiotensin II receptor-like 1
1870_at,1870,E2F transcription factor 2
1871_at,1871,E2F transcription factor 3
1874_at,1874,"E2F transcription factor 4, p107/p130-binding"
1875_at,1875,"E2F transcription factor 5, p130-binding"
1877_at,1877,E4F transcription factor 1
1880_at,1880,Epstein-Barr virus induced gene 2 (lymphocyte-specific G protein-coupled receptor)
1889_at,1889,endothelin converting enzyme 1
189_at,189,alanine-glyoxylate aminotransferase
1890_at,1890,endothelial cell growth factor 1 (platelet-derived)
1891_at,1891,"enoyl Coenzyme A hydratase 1, peroxisomal"
1892_at,1892,"enoyl Coenzyme A hydratase, short chain, 1, mitochondrial"
1893_at,1893,extracellular matrix protein 1
1894_at,1894,epithelial cell transforming sequence 2 oncogene
1896_at,1896,ectodysplasin A
19_at,19,"ATP-binding cassette, sub-family A (ABC1), member 1"
190_at,190,"nuclear receptor subfamily 0, group B, member 1"
1901_at,1901,"endothelial differentiation, sphingolipid G-protein-coupled receptor, 1"
1902_at,1902,"endothelial differentiation, lysophosphatidic acid G-protein-coupled receptor, 2"
1906_at,1906,endothelin 1
1907_at,1907,endothelin 2
1908_at,1908,endothelin 3
1909_at,1909,endothelin receptor type A
191_at,191,S-adenosylhomocysteine hydrolase
1910_at,1910,endothelin receptor type B
1912_at,1912,polyhomeotic homolog 2 (Drosophila)
1917_at,1917,eukaryotic translation elongation factor 1 alpha 2
192286_at,192286,"HIG1 domain family, member 2A"
192666_at,192666,keratin 24
192669_at,192669,"eukaryotic translation initiation factor 2C, 3"
192670_at,192670,"eukaryotic translation initiation factor 2C, 4"
192683_at,192683,secretory carrier membrane protein 5
1936_at,1936,eukaryotic translation elongation factor 1 delta (guanine nucleotide exchange protein)
1938_at,1938,eukaryotic translation elongation factor 2
1939_at,1939,ligatin
1942_at,1942,ephrin-A1
1943_at,1943,ephrin-A2
1944_at,1944,ephrin-A3
1945_at,1945,ephrin-A4
1946_at,1946,ephrin-A5
1947_at,1947,ephrin-B1
1948_at,1948,ephrin-B2
1949_at,1949,ephrin-B3
1950_at,1950,epidermal growth factor (beta-urogastrone)
1951_at,1951,"cadherin, EGF LAG seven-pass G-type receptor 3 (flamingo homolog, Drosophila)"
1952_at,1952,"cadherin, EGF LAG seven-pass G-type receptor 2 (flamingo homolog, Drosophila)"
1953_at,1953,multiple EGF-like-domains 6
1954_at,1954,multiple EGF-like-domains 8
1955_at,1955,multiple EGF-like-domains 9
1956_at,1956,"epidermal growth factor receptor (erythroblastic leukemia viral (v-erb-b) oncogene homolog, avian)"
1958_at,1958,early growth response 1
1959_at,1959,"early growth response 2 (Krox-20 homolog, Drosophila)"
196_at,196,aryl hydrocarbon receptor
1960_at,1960,early growth response 3
1961_at,1961,early growth response 4
1962_at,1962,"enoyl-Coenzyme A, hydratase/3-hydroxyacyl Coenzyme A dehydrogenase"
1964_at,1964,"eukaryotic translation initiation factor 1A, X-linked"
196403_at,196403,deltex 3 homolog (Drosophila)
196441_at,196441,coiled-coil domain containing 131
1965_at,1965,"eukaryotic translation initiation factor 2, subunit 1 alpha, 35kDa"
196515_at,196515,AF-1 specific protein phosphatase
1967_at,1967,"eukaryotic translation initiation factor 2B, subunit 1 alpha, 26kDa"
196743_at,196743,polyamine oxidase (exo-N4-amino)
196752_at,196752,
1969_at,1969,EPH receptor A2
196993_at,196993,hypothetical protein LOC196993
197_at,197,alpha-2-HS-glycoprotein
1973_at,1973,"eukaryotic translation initiation factor 4A, isoform 1"
1974_at,1974,"eukaryotic translation initiation factor 4A, isoform 2"
1977_at,1977,eukaryotic translation initiation factor 4E
1978_at,1978,eukaryotic translation initiation factor 4E binding protein 1
1979_at,1979,eukaryotic translation initiation factor 4E binding protein 2
1981_at,1981,"eukaryotic translation initiation factor 4 gamma, 1"
1982_at,1982,"eukaryotic translation initiation factor 4 gamma, 2"
1983_at,1983,eukaryotic translation initiation factor 5
1984_at,1984,eukaryotic translation initiation factor 5A
199_at,199,allograft inflammatory factor 1
1991_at,1991,"elastase 2, neutrophil"
1992_at,1992,"serpin peptidase inhibitor, clade B (ovalbumin), member 1"
1993_at,1993,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 2 (Hu antigen B)"
1994_at,1994,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 1 (Hu antigen R)"
1995_at,1995,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 3 (Hu antigen C)"
1996_at,1996,"ELAV (embryonic lethal, abnormal vision, Drosophila)-like 4 (Hu antigen D)"
1997_at,1997,E74-like factor 1 (ets domain transcription factor)
199731_at,199731,cell adhesion molecule 4
1998_at,1998,E74-like factor 2 (ets domain transcription factor)
199870_at,199870,"family with sequence similarity 76, member A"
1999_at,1999,"E74-like factor 3 (ets domain transcription factor, epithelial-specific )"
2_at,2,alpha-2-macroglobulin
20_at,20,"ATP-binding cassette, sub-family A (ABC1), member 2"
2000_at,2000,E74-like factor 4 (ets domain transcription factor)
200081_at,200081,taxilin alpha
2001_at,2001,E74-like factor 5 (ets domain transcription factor)
2002_at,2002,"ELK1, member of ETS oncogene family"
200315_at,200315,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3A"
200316_at,200316,"apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 3F"
2004_at,2004,"ELK3, ETS-domain protein (SRF accessory protein 2)"
200424_at,200424,hypothetical protein MGC22014
2005_at,2005,"ELK4, ETS-domain protein (SRF accessory protein 1)"
200576_at,200576,"phosphatidylinositol-3-phosphate/phosphatidylinositol 5-kinase, type III"
2006_at,2006,"elastin (supravalvular aortic stenosis, Williams-Beuren syndrome)"
200734_at,200734,"sprouty-related, EVH1 domain containing 2"
2009_at,2009,echinoderm microtubule associated protein like 1
2010_at,2010,emerin (Emery-Dreifuss muscular dystrophy)
2011_at,2011,MAP/microtubule affinity-regulating kinase 2
201134_at,201134,coiled-coil domain containing 46
2012_at,2012,epithelial membrane protein 1
201254_at,201254,stimulated by retinoic acid 13 homolog (mouse)
2013_at,2013,epithelial membrane protein 2
2014_at,2014,epithelial membrane protein 3
2015_at,2015,"egf-like module containing, mucin-like, hormone receptor-like 1"
201501_at,201501,zinc finger and BTB domain containing 7C
201562_at,201562,"protein tyrosine phosphatase-like (proline instead of catalytic arginine), member b"
2016_at,2016,empty spiracles homeobox 1
2017_at,2017,cortactin
2018_at,2018,empty spiracles homeobox 2
2019_at,2019,engrailed homeobox 1
202_at,202,absent in melanoma 1
2020_at,2020,engrailed homeobox 2
2021_at,2021,endonuclease G
2022_at,2022,endoglin (Osler-Rendu-Weber syndrome 1)
2023_at,2023,"enolase 1, (alpha)"
202559_at,202559,"KH domain containing, RNA binding, signal transduction associated 2"
2026_at,2026,"enolase 2 (gamma, neuronal)"
2027_at,2027,"enolase 3 (beta, muscle)"
2028_at,2028,glutamyl aminopeptidase (aminopeptidase A)
2029_at,2029,endosulfine alpha
203_at,203,adenylate kinase 1
2030_at,2030,"solute carrier family 29 (nucleoside transporters), member 1"
203068_at,203068,"tubulin, beta"
203069_at,203069,R3H domain and coiled-coil containing 1
2033_at,2033,E1A binding protein p300
2034_at,2034,endothelial PAS domain protein 1
2035_at,2035,"erythrocyte membrane protein band 4.1 (elliptocytosis 1, RH-linked)"
2036_at,2036,erythrocyte membrane protein band 4.1-like 1
2037_at,2037,erythrocyte membrane protein band 4.1-like 2
2038_at,2038,erythrocyte membrane protein band 4.2
2039_at,2039,erythrocyte membrane protein band 4.9 (dematin)
204_at,204,adenylate kinase 2
2040_at,2040,stomatin
2041_at,2041,EPH receptor A1
2042_at,2042,EPH receptor A3
2043_at,2043,EPH receptor A4
2044_at,2044,EPH receptor A5
2045_at,2045,EPH receptor A7
2047_at,2047,EPH receptor B1
2048_at,2048,EPH receptor B2
204851_at,204851,homeodomain interacting protein kinase 1
2049_at,2049,EPH receptor B3
2050_at,2050,EPH receptor B4
2051_at,2051,EPH receptor B6
2052_at,2052,"epoxide hydrolase 1, microsomal (xenobiotic)"
2053_at,2053,"epoxide hydrolase 2, cytoplasmic"
2054_at,2054,syntaxin 2
2055_at,2055,"ceroid-lipofuscinosis, neuronal 8 (epilepsy, progressive with mental retardation)"
205564_at,205564,SUMO1/sentrin specific peptidase 5
2056_at,2056,erythropoietin
2057_at,2057,erythropoietin receptor
2058_at,2058,glutamyl-prolyl-tRNA synthetase
2059_at,2059,epidermal growth factor receptor pathway substrate 8
2060_at,2060,epidermal growth factor receptor pathway substrate 15
2063_at,2063,"nuclear receptor subfamily 2, group F, member 6"
206358_at,206358,"solute carrier family 36 (proton/amino acid symporter), member 1"
2064_at,2064,"v-erb-b2 erythroblastic leukemia viral oncogene homolog 2, neuro/glioblastoma derived oncogene homolog (avian)"
